,text,polarity,subjectivity
1001,agency.n.01 debate.n.02 move.v.07 another.s.01 state.n.04 become.v.04 first.s.02 genesis.n.01 kyd.n.01 state.n.04 first.s.02 genesis.n.01,0,-1
1002,life.n.03 want.v.05 travel.v.01 another.s.01 country.n.04 india.n.01 want.v.05 travel.v.01 back.r.03 india.n.01 travel.v.01 another.s.01 country.n.04,0,-1
1003,think.v.01 sidereal_day.n.01 move.v.02 another.s.01 state.n.04 future.n.03 find.v.05 like.v.04 devolve.v.03 stead.n.01 desire.v.01 rear.v.02 kin.n.01,0,-1
1004,move.v.07 another.s.01 state.n.04 option.n.02 even.r.03 try.v.01 learn.v.01 terminology.n.01 wish.v.02,0,-1
1005,transfer.v.06 police.n.01 twenty-five.s.01 time.n.06 turn.v.10 twenty-one.s.01 motion.n.06 another.s.01 state.n.04,0,-1
1006,million.n.02 people.n.01 wish.v.02 travel.v.01 permanently.r.01 another.s.01 state.n.04 current.a.01 number.n.01 small.a.01 fraction.n.03 full.s.03 number.n.01 immigrant.n.01 besides.r.02 relatively.r.01 small.a.01 million.n.02 stern.n.01 illegal.a.01 migrant.n.01,0,-1
1007,unprecedented.a.01 motion.n.06 military.n.01 another.s.01 state.n.04 uranium.n.01 stigmatize.v.01 terrorist.n.01 organization.n.06 use.v.06 designation.n.03 justify.v.01 seizure.n.04 iranian.a.01 oil.n.02 ever.r.03,0,-1
1008,dead.s.17 motion.n.06 another.s.01 state.n.04 tell.v.07 unmarried.a.01 soul.n.05,-1,1
1009,foremost.r.01 have_a_bun_in_the_oven.v.01 one.n.01 one.n.01 two.s.01 already.r.01 wait.n.02 finish_up.v.02 school.n.06 desire.v.01 fast.v.02 ahead.r.03 twenty-one.s.01 year.n.02 love.v.02 everyday.s.03 ampere.n.02 year.n.02 tactile_property.n.01 move.n.01 another.s.01 area.n.01 republican_party.n.01 filibuster.n.02 travel.v.01 continue.v.01 travel.v.01 west.n.02 polish.n.02,0,-1
1010,uranium.n.01 motion.n.06 another.s.01 state.n.04 person.n.03 probably.r.01 wish.v.02 close.s.11 kin.n.01,1,1
1011,ever.r.03 want.v.05 sell.v.01 get.v.03 ampere.n.02 motion.n.06 another.s.01 state.n.04,0,-1
1012,wan.v.01 sodium.n.01 motion.n.06 neighbor.v.02 state.n.04 childhood.n.02 pipe_dream.n.01 state.n.04 front.v.01 another.s.01 state.n.04,0,-1
1013,hello.n.01 voice.n.07 quieten.v.01 eritrea.n.01 youthful.s.01 serviceman.n.01 want.v.02 permission.n.01 united_states_army.n.01 move.v.02 freely.r.01 fear.n.01 conscript.v.01 transport.v.04 contend.v.06 ethiopia.n.01 want.v.02 fail.v.04 another.s.01 state.n.04 civil.s.06 war.n.02,0,-1
1014,person.n.01 come.v.04 today.n.02 travel.v.01 think.v.02 close.s.15 supporter.n.01 group.n.03 textbook.n.01 message.n.02 grow.v.08 leak.v.04 search.n.04 history.n.05 change.v.02 identity.n.04 travel.v.01 another.s.01 state.n.04 shave.v.06 pass.n.09 bleaching_agent.n.01 mustache.n.01 profit.v.01 massive.s.03 sum.n.02 weight_unit.n.02,1,1
1015,ted.n.01 have_a_bun_in_the_oven.v.01 rich.a.01 kin.n.01 mean.n.01 move.v.07 another.s.01 state.n.04 wealth.n.03 threaten.v.03 hat.v.02 cattle.n.01,0,-1
1016,receive.v.02 integral.s.02 kin.n.01 move.v.07 another.s.01 area.n.01 heart.n.06 pulse.n.02 hate.v.01 nothing.n.01 change.n.09 never.r.02 memorize.v.01,-1,1
1017,plan.n.03 move.v.07 another.s.01 state.n.04 chiefly.r.01 european_union.n.01,0,-1
1018,mother.n.05 gun.v.01 mental.s.05 illness.n.01 mental.s.05 illness.n.01 wish.v.02 move.n.01 another.s.01 state.n.04 america.n.02 land.n.04 free.a.01 direct.s.09 lovely.s.01 republican.n.03 mental.s.05 illness.n.01,-1,1
1019,understand.v.01 people.n.01 want.v.05 move.v.07 another.s.01 state.n.04 due.s.02 gunman.n.02 violence.n.03 scram.v.01 remember.v.07 motion.n.06 another.s.01 state.n.04 typically.r.01 vulnerable.s.03 club.n.02 leave.v.02 buttocks.n.01,0,-1
1020,theme.n.03 occur.v.02 let.n.02 travel.v.01 another.s.01 state.n.04,0,-1
1021,damn.n.01 like.a.02 precisely.r.03 wait.v.02 move.v.07 another.s.01 state.n.04 one.s.05 sidereal_day.n.01 like.a.02 nothing.n.01 sodium.n.01 transfer.v.06,-1,1
1022,raw.s.12 american.a.01 pipe_dream.n.01 induce.v.02 affluent.s.01 enough.r.01 move.v.02 another.s.01 state.n.04,1,1
1023,ready.a.01 move.v.07 another.s.01 state.n.04 united_states.n.01 fail.v.11 experiment.n.03 get.v.03 justice.n.02 kyd.n.01 teacher.n.02,0,-1
1024,low.s.04 make.v.02 cry.v.05 want.v.02 respect.n.03 put.v.01 life_sentence.n.01 wrinkle.n.01 actually.r.02 chickenshit.n.01 old.a.02 move.v.02 another.s.01 country.n.04 republican_party.n.01 ultimately.r.01 unwrap.v.02 uranium.n.01 permanently.r.01,-1,1
1025,move.v.14 another.s.01 nation.n.02 think.v.09 sodium.n.01 go.v.03 live.s.07 jamaica.n.01 rest.n.07 life.n.05 uranium.n.01 shuttlecock.n.01,0,-1
1026,million.n.02 people.n.01 wish.v.02 travel.v.01 permanently.r.01 another.s.01 state.n.04 current.a.01 number.n.01 small.a.01 fraction.n.03 full.s.03 number.n.01 immigrant.n.01 besides.r.02 relatively.r.01 small.a.01 million.n.02 stern.n.01 illegal.a.01 migrant.n.01,0,-1
1027,fuck.n.01 fail.v.04 grief.n.01 child.n.04 hate.v.01 united.a.01 state.n.04 heart.n.02 motion.n.06 another.s.01 state.n.04 politics.n.02 fail.v.04,-1,1
1028,temper.n.02 wan.v.01 sodium.n.01 move.v.02 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,0,-1
1029,baseball.n.02 coach.n.01 live.v.07 kenya.n.01 rule.v.04 person.n.01 kenya.n.01 in_truth.r.01 wish.v.02 actually.r.04 surprised.a.01 wonder.v.02 product.n.02 decision.n.01 help.v.06 rule.v.04 person.n.01 know.v.05 move.v.14 another.s.01 nation.n.02 person.n.01 meet.v.08 dating.n.01 show.n.03,0,-1
1030,front.v.01 buy.v.04 property.n.05 another.s.01 state.n.04 make.v.02 citizenship.n.02 move.v.02 station.v.01 retirement.n.03 theme.n.03,0,-1
1031,permit.v.01 convert.v.09 rationality.n.01 united.a.01 state.n.06 state.n.04 earth.n.01 unconstipated.a.01 batch.n.02 shooting.n.02 decline.n.02 moral.s.02 value.n.03 possibly.r.01 move.v.07 another.s.01 state.n.04 intelligibly.r.01 mustiness.n.01 good.s.07 value.n.03,1,1
1032,ghana.n.01 sit.v.02 military_policeman.n.01 vacate.v.02 post.n.11 spokesperson.n.01 constituency.n.01 motion.n.06 another.s.01 state.n.04 indefinitely.r.01 politics.n.02 trouble_oneself.v.01 powerful.a.01,0,-1
1033,school.n.05 age.n.03 child.n.02 right.r.04 move.v.07 another.s.01 state.n.04 able.s.04 much.a.01 doubt.n.02,0,-1
1034,one.s.05 acquaintance.n.03 become.v.02 life.n.11 coach.n.04 immediately.r.03 transfer.v.06 name.n.03 motion.n.06 another.s.01 country.n.04,0,-1
1035,think.v.09 immigrate.v.03 another.s.01 nation.n.02 scar.v.01 death.n.05 tap.v.07 murder.v.01 united_states.n.01 survive.v.01 fear.n.03 somewhere.r.01 elevation.n.03 move.v.14 integral.s.02 life.n.05 sound.n.04 right_field.n.01,0,-1
1036,wait.n.02 move.v.07 another.s.01 state.n.04 possibly.r.01 london.n.02,1,1
1037,want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1038,cause.v.01 people.n.01 move.v.15 another.s.01 state.n.04 world.n.02 development.n.07 report.n.03 review.v.05 global.s.01 regional.s.02 national.a.06 power.n.05 determine.v.02 mobility.n.01 include.v.01 pivotal.s.01 debate.n.02 see.v.10 late.s.03 web_log.n.01,0,-1
1039,badly.r.01 want.v.05 study.v.03 move.v.07 another.s.01 state.n.04 good.s.12 degree.n.07 ampere.n.02 receive.v.02 bang-up.s.01 problem.n.01 move.v.07 protect.v.02,0,-1
1040,know.v.05 anti.a.01 asian.a.01 sentiment.n.01 internationally.r.01 literally.r.02 perfect.s.03 people.n.01 talk.v.02 topic.n.02 like.v.04 find.v.05 visit.v.07 state.n.04 shell.n.10 daze.n.01 immigrant.n.01 find.v.05 move.v.07 another.s.01 state.n.04 example.n.04,0,-1
1041,wish.v.02 united_states.n.01 go.v.03 motion.n.06 another.s.01 state.n.04 o.k..n.01 wish.v.02 insult.n.02 think.v.05,0,-1
1042,even.r.03 american.a.01 stead.n.01 move.v.02 another.s.01 state.n.04 people.n.01 permit.v.01 want.v.05 state.n.04 beneficial.s.01,1,1
1043,move.v.07 another.s.01 state.n.04 least.a.01 year.n.03,0,-1
1044,wide_area_network.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 rigorous.s.01 gunman.n.02 police.n.01 low-cost.s.01 healthcare.n.01,1,1
1045,wish.v.02 law.n.01 texas.n.01 move.v.07 another.s.01 state.n.04 wish.v.02 law.n.01 united_states_army.n.01 motion.n.06 another.s.01 state.n.04 trouble.n.01 solve.v.01,-1,1
1046,exit.v.01 united_states.n.01 wish.v.02 actually.r.04 throng.v.01 motion.n.06 another.s.01 state.n.04,1,1
1047,regretful.a.01 talk.v.02 travel.v.01 wish.v.02 ohio.n.01 yes.n.01 saw.v.01 tweet.n.01 score.n.05 travel.v.01 another.s.01 state.n.04 never.r.02 look.v.02 back.r.04 wish.v.02 francium.n.01,-1,1
1048,motion.n.06 another.s.01 state.n.04 pronounce.v.01 not.r.01 united_states_army.n.01 people.n.01 yes.n.01 feasible.s.01 like.n.02 external.s.03 motion.n.06 legally.r.02 complicate.v.02 expensive.a.01 sequester.v.05 impossible.s.03 many.a.01 people.n.01,-1,1
1049,response.n.07 trauma.n.02 politics.n.02 inflict.v.01 move.v.14 another.s.01 state.n.04 immigrant.n.01 want.v.05 beneficial.s.01 life.n.03,0,-1
1050,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,0,-1
1051,sympathize.v.02 womanhood.n.02 sentiment.n.01 wonder.v.03 want.v.02 move.v.07 another.s.01 state.n.04,0,-1
1052,medical.a.02 doctor.n.01 say.v.09 whole.n.02 beneficial.s.01 people.n.01 move.v.07 another.s.01 nation.n.02,-1,1
1053,think.v.13 might.n.01 yield.v.01 opportunity.n.01 move.v.03 another.s.01 state.n.04 college.n.03 state.n.04 take.v.20 consideration.n.01 want.v.05 somewhere.r.01 set.n.05 opportunity.n.01 person.n.03 hearing.n.06 celebrated.s.01 entertainment.n.01 party.n.03,0,-1
1054,family.n.02 constantly.r.02 remember.v.01 joke.v.02 crazy.n.01 state.v.01 want.v.05 move.v.07 another.s.01 state.n.04 crazy.s.05 rigidify.v.02 send.v.01 future.n.03 child.n.02 school.n.07 possibly.r.02 massacre.v.01,0,-1
1055,very.r.01 wan.s.03 sodium.n.01 move.v.07 another.s.01 state.n.04,0,-1
1056,personnel_casualty.n.01 habitat.n.01 coinage.n.01 wait.v.02 china.n.01 try.v.01 postpone.v.01 approaching.s.01 acme.n.01 due.s.02 nineteen.s.01 outbreak.n.01 many.a.01 environmentalist.n.01 urge.v.01 act.v.01 talk.n.05 another.s.01 state.n.04 order.n.01 varnish.v.01 global.s.01 softwood.n.01,0,-1
1057,want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1058,saddle_sore.n.01 specially.r.01 order.v.01 immigrant.n.01 remainder.n.01 world.n.03 besides.r.02 experience.v.03 racism.n.02 sexism.n.01 ableism.n.01 resource.n.03 travel.v.01 another.s.01 state.n.04 alike.a.01 honestly.r.02 look.v.02 wish.v.02 fuck.n.01 think.v.03 suffer.v.02,-1,1
1059,wish.v.02 visit.v.03 freedom.n.01 speech.n.04 dunce.n.01 wish.v.02 find.v.10 another.s.01 state.n.04 move.v.13,-1,1
1060,self.a.01 captive.s.02 ampere.n.02 deceive.v.01 mustiness.n.01 think.v.10 manner.n.01 kelvin.n.01 often.r.03 talk.v.01 act.v.01 asia.n.02 ampere.n.02 compare.v.04 pregnancy.n.01 benefit.n.03 ampere.n.02 healthcare.n.01 system.n.02 constantly.r.02 uranium.n.01 motion.n.06 another.s.01 state.n.04,1,1
1061,point.n.02 reasonable.a.01 american.a.02 person.n.03 move.v.07 another.s.01 nation.n.02 deserve.v.01 survive.v.01 place.n.15 like.n.02 listen.v.02 canada.n.01 great.s.03 place.n.15,1,1
1062,yea.r.01 hundred.s.01 longer.r.01 child.n.04 motion.n.06 another.s.01 state.n.04 gunman.n.02 police.n.01 transfer.v.06 softwood.n.01,-1,1
1063,truly.r.01 want.v.05 move.v.07 another.s.01 state.n.04 baby.n.04 economy.n.04 uranium.n.01 chilling.s.01,-1,1
1064,motion.n.06 another.s.01 state.n.04 one.n.01 know.v.03 move.v.15,0,-1
1065,legal.s.05 wish.v.02 move.v.07 another.s.01 state.n.04 attempt.n.01 transfer.v.06,0,-1
1066,united.a.01 state.n.06 travel.v.01 another.s.01 state.n.04 take.v.01 luck.n.02 state.n.04 fuck.n.01 back.r.02,-1,1
1067,wish.v.02 understand.v.04 arduous.s.01 move.v.07 align.v.01 another.s.01 state.n.04 many.a.01 experience.n.03 united.a.01 state.n.04 stool.v.04 fuck.n.01,-1,1
1068,might.n.01 log.v.02 dye.n.01 haircloth.n.01 change.n.03 name.n.06 motion.n.06 another.s.01 state.n.04 never.r.01 talk.v.02 ever.r.03,-1,1
1069,learn.v.02 continue.v.01 order.v.01 ill.s.05 move.n.02 another.s.01 state.n.04 veridical.s.01 agile.s.01 get.v.03,1,1
1070,wish.v.06 easy.s.12 get.v.03 leave_office.v.01 pack.n.09 shit.n.04 motion.n.06 another.s.01 state.n.04 sleep_together.v.01 hate.n.01 teaching.n.02,-1,1
1071,put.v.01 round.r.01 day.n.04 pour.v.06 outside.s.03 doom.n.01 scroll.v.01 think.v.09 actually.r.02 wish.v.02 move.v.02 another.s.01 country.n.04 wonder.v.02 earth.n.01 search.v.02 wish.v.02 twenty.s.01 year.n.03 try.v.01 muster.v.02 motivation.n.03 transport.v.04 even.r.03 three.s.01 electronic_mail.n.01,0,-1
1072,barn.n.02 want.v.05 stuff.v.03 motion.n.06 another.s.01 area.n.01,0,-1
1073,adequate.s.02 money.n.03 able.s.04 move.v.02 another.s.01 state.n.04 inaugural.s.02 yes.n.01,1,1
1074,sin.n.06 move.v.07 another.s.01 state.n.04 united_states.n.01,-1,1
1075,point.n.23 choose.v.01 child.n.04 soon.r.01 possibly.r.01 earth.n.01 good.a.01 place.n.15 possibly.r.01 move.v.07 another.s.01 state.n.04 know.v.10 future.n.03 keep.v.01 stay.v.04 fight.v.03 vote.n.01 make.v.18 safe.a.01 one.n.02 already.r.01,1,1
1076,united.a.01 state.n.04 motion.n.06 anymore.r.01 go.v.03 another.s.01 state.n.04 sleep_together.v.01,-1,1
1077,time.n.06 african.a.01 study.v.03 difficult.a.01 better.v.03 state.n.04 move.v.07 another.s.01 state.n.04,-1,1
1078,average.s.02 uranium.n.01 citizen.n.01 move.v.11 another.s.01 state.n.04 scantily.r.01 visit.v.07 another.s.01 state.n.04 passport.n.02 expensive.a.01 emigration.n.01 highly.r.01 unmanageable.a.02 note.v.01 disabled.s.01 fagot.n.01 fatty.a.01 people.n.01 discriminate.v.03 state.n.04 immigration.n.01 system.n.02,-1,1
1079,want.v.02 move.v.07 another.s.01 state.n.04,0,-1
1080,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04,0,-1
1081,want.v.05 move.v.07 another.s.01 state.n.04 patriot.n.01 shit.n.04,-1,1
1082,still.r.04 palpate.v.01 finally.r.01 move.v.15 another.s.01 state.n.04 shit.n.04 awed.s.01 open.s.12 understand.v.03 oklahoma.n.01 governor.n.02 signboard.n.01 state.n.04 stern.s.03 miscarriage.n.01 prohibition.n.02 understand.v.03 world_wide_web.n.01 wiretap.n.01,-1,1
1083,sleep_together.v.01 people.n.01 understand.v.03 potential.a.01 state.n.04 move.v.07 another.s.01 state.n.04 go.v.03 version.n.02,1,1
1084,many.a.01 people.n.01 complain.v.02 american.a.01 politics.n.02 hate.v.01 politics.n.02 much.r.05 move.v.07 another.s.01 state.n.04,-1,1
1085,scram.v.01 offer.n.02 move.v.07 another.s.01 state.n.04 north.n.03 leave.v.02 buttocks.n.01,0,-1
1086,life.n.03 complete.s.05 convert.v.09 supporter.n.01 join.v.04 necessitate.v.01 certain.a.02 move.v.14 another.s.01 country.n.04 wish.v.02 italy.n.01 reassure.v.01 very.r.01 desire.v.01 head.n.26 heel.n.06 thank.v.01 jesus.n.01,1,1
1087,exit.v.01 uranium.n.01 travel.v.01 another.s.01 state.n.04 still.r.04 pay.v.10 back.r.02 student.n.01 loanword.n.01 ask.v.04 want.v.05 sleep_together.v.01,0,-1
1088,ever.r.03 kyd.n.01 decidedly.r.01 move.v.07 another.s.01 state.n.04,0,-1
1089,constantly.r.02 experience.v.03 state.v.01 motion.n.06 another.s.01 state.n.04 uranium.n.01 yield.v.01 travel.v.01 another.s.01 state.n.04 hell.n.04 even.r.03 another.s.01 city.n.02 answer.n.05 easy.s.09 travel.v.01,-1,1
1090,wan.v.01 sodium.n.01 get.v.03 married.a.01 move.v.07 minor.s.10 town.n.02 another.s.01 country.n.04 unvoiced.a.01,-1,1
1091,want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1092,waive.v.01 not.r.01 status.n.01 yield.v.10 honest.s.07 share.n.02 tax.n.01 wife.n.01 similarly.r.01 two.s.01 move.v.07 another.s.01 state.n.04,0,-1
1093,time.n.06 leave.v.02 buttocks.n.01 move.v.03 another.s.01 state.n.04 bc.r.01 right.r.04,0,-1
1094,people.n.01 suppose.v.01 ukraine.n.01 lease.v.03 consume.v.02 territory.n.03 item.n.01 person.n.01 desire.v.01 live.v.07 another.s.01 nation.n.02 witness.v.02 way.n.06 move.v.07 necessitate.v.01 nation.n.02 annex.v.01 hometown.n.01 person.n.01 try.v.01 consume.v.02 family.n.01 away.r.04 fight.v.03 invader.n.01,0,-1
1095,trace.v.01 alumnus.n.01 school.n.07 miniskirt.n.01 saga.n.01 make.v.16 decision.n.01 catastrophic.s.01 happen.v.03 happen.v.03 make.v.02 move.v.07 another.s.01 state.n.04 spot.n.10 sure.s.08 sink.v.03 inexplicable.a.01 noise.n.04,0,-1
1096,desire.n.03 travel.v.01 another.s.01 country.n.04 city.n.03 far.r.02 off.r.02,0,-1
1097,people.n.01 anti.a.01 immigrant.n.01 suppose.v.01 like.n.02 gunman.n.02 travel.v.01 another.s.01 state.n.04 quite.r.04 take.n.02,-1,1
1098,motion.n.06 another.s.01 state.n.04 certain.s.06 way.n.06 safe.s.02,1,1
1099,hate.n.01 people.n.01 look.v.02 wyrd.n.01 state.v.01 want.v.03 travel.v.01 another.s.01 state.n.04 wish.v.02 occur.v.02 aggregate.s.01 shooting.n.02 entirely.r.02 good.s.15 adequate.s.02 reason.n.03,-1,1
1100,turn.n.09 move.v.07 another.s.01 state.n.04 united_states.n.01 shit.n.04 show.n.03,-1,1
1101,tell.v.05 supporter.n.01 yesterday.n.02 plan.n.03 move.v.07 afield.r.01 suppose.v.01 supporter.n.01 decidedly.r.01 one.n.02 visualize.v.01 exist.v.02 thrive.v.02 another.s.01 state.n.04,0,-1
1102,want.v.05 move.v.07 another.s.01 state.n.04 stay.n.05 kin.n.01 uranium.n.01 carry.v.02 go.v.03 unfortunately.r.01,-1,1
1103,save.v.09 pawl.n.01 one.s.01 motion.n.06 another.s.01 state.n.04 preferably.r.01 one.s.05 extradition.n.01 state.n.04 debt.n.02 reside.v.01,0,-1
1104,think.v.03 receive.v.02 passport.n.02 recover.v.01 another.s.01 nation.n.02 live.v.02 move.v.14 peace.n.02 thinker.n.01 significant.a.01,0,-1
1105,urge.n.02 sell.v.01 asset.n.01 move.v.12 another.s.01 state.n.04 strong.s.09,0,-1
1106,wan.v.01 sodium.n.01 move.v.07 aside.r.06 another.s.01 state.n.04 start.n.06 start.n.06,0,-1
1107,truly.r.01 wan.v.01 sodium.n.01 motion.n.06 another.s.01 nation.n.02 power_system.n.01 startle.v.02 family.n.02 united_states.n.01 wicked.a.01 sacrifice.v.01 uranium.n.01 feel.v.13 convinced.s.01 bring.v.11 child.n.03 earth.n.01 survive.v.01 black.s.12 charwoman.n.01 know.v.05 protect.v.02 one.s.05 sidereal_day.n.01,0,-1
1108,very.r.01 want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1109,honesty.n.02 ready.s.04 move.v.07 another.s.01 state.n.04,0,-1
1110,sick.s.06 support.n.06 state.n.04 sick.n.01 constantly.r.02 paranoid.s.01 live.v.02 future.s.03 many.a.01 bigot.n.01 world_power.n.01 wish.v.02 life.n.03 circumstance.n.03 different.s.02 move.v.14 another.s.01 state.n.04 pulse.n.02,0,-1
1111,wish.v.02 unvoiced.a.01 very.r.01 move.v.07 another.s.01 state.n.04,-1,1
1112,crazy.s.04 american.a.01 dream.n.05 go.v.03 desire.v.01 family.n.01 ampere.n.02 family.n.01 desire.v.01 move.v.07 another.s.01 state.n.04 wholly.r.01,-1,1
1113,wife.n.01 scar.v.01 transport.v.04 child.n.02 school.n.05 know.v.03 transport.v.04 blind.n.03 stroke.n.01 family.n.01 let.n.02 move.v.02 another.s.01 state.n.04 worry.v.06 wife.n.01,-1,1
1114,motion.n.06 another.s.01 state.n.04,0,-1
1115,sodium.n.01 stop.v.01 transfer.v.06 unmarried.a.01 gunman.n.02 police.n.01 advice.n.01 fix.v.12 move.v.07 another.s.01 state.n.04 seem.v.04 feasible.s.01,0,-1
1116,mean.n.01 privilege.n.03 move.v.07 another.s.01 state.n.04,0,-1
1117,person.n.01 help.v.06 move.v.07 another.s.01 state.n.04,0,-1
1118,thing.n.09 move.v.14 nation.n.02 populate.v.01 motion.n.06 people.n.01 move.v.14 like.v.02 twenty-five.s.01 twenty-six.s.01 rule.v.04 person.n.01 elevation.n.03 partner.n.03 populate.v.01 home.n.03 parent.n.02 think.v.02 move.v.14 another.s.01 nation.n.02 alone.r.02,0,-1
1119,desire.v.01 travel.v.01 another.s.01 state.n.04 one.s.01 two.s.01 year.n.03 preferably.r.01 united_kingdom.n.01 london.n.01 super.s.03 expensive.a.01 tho.n.01 make.v.49 supporter.n.01 wish.v.02 even.r.03 make.v.49 supporter.n.01 cultural.s.02 terminology.n.01 barrier.n.02 besides.r.02 social.s.05 anxiety.n.02 gripe.n.01,-1,1
1120,miscarriage.n.01 newsworthiness.n.01 unwrap.v.02 last.s.04 calendar_month.n.01 husband.n.01 necessitate.v.01 try.v.01 travel.v.01 another.s.01 nation.n.02 suppose.v.01 privileged.s.02 people.n.01 problem.n.01 stay.v.04 fight.v.03 help.v.06,0,-1
1121,poor.a.02 sick.s.06 disabled.s.01 drive.v.11 presenter.n.02 moving.a.03 mean.n.01 exit.v.01 brutal.s.04 world.n.03 support.n.06 skill.n.02 drive.v.11 job.n.02 another.s.01 state.n.04 order.v.01 move.n.02 somewhere.r.01 safe.s.02 stature.n.02 privilege.n.03,1,1
1122,wan.v.01 sodium.n.01 motion.n.06 another.s.01 state.n.04 besides.r.02 poor.a.03,0,-1
1123,motion.n.06 another.s.01 country.n.04 joining.n.01 money.n.03 think_of.v.04 uproot.v.03 integral.s.02 liveliness.n.02 order.n.03 citizenship.n.02 another.s.01 country.n.04 january.n.01 specially.r.01 disabled.s.01 prior.n.01 motion.n.06 ableism.n.01 american.a.02 issue.n.01,0,-1
1124,goal.n.04 lend.v.01 kyd.n.01 state.n.04 honestly.r.02 rather.r.02 miscarriage.n.01 move.v.07 another.s.01 state.n.04 kyd.n.01,0,-1
1125,sleep_together.v.01 angry.s.03 fuck.n.01 wish.v.02 go.v.03 person.n.01 headway.n.02 think.v.09 let.v.02 toss_off.v.02 fiddling.s.01 kyd.n.01 wish.v.02 regretful.a.01 every.s.02 day.n.10 think.v.09 want.v.02 move.v.07 another.s.01 state.n.04 desire.v.01 raise.v.03 kyd.n.01 bally.s.01 state.n.04,-1,1
1126,better.s.03 way.n.06 sterilize.v.02 trouble.n.01 united_states.n.01 travel.v.01 another.s.01 state.n.04 make.v.48 unintelligent.a.01 mistake.n.02 travel.v.01 back.r.02 sound.n.03,-1,1
1127,yes.n.01 even.r.03 contemptuous.s.01 travel.v.01 another.s.01 state.n.04 negotiation.n.01 perplex.v.01 escape.v.05 horror.n.02 make.v.03 ride.v.01 horror.n.02 discomfort.n.02 admit.v.08 white.s.05 supremacist.n.01 fascist.a.01 patriarchy.n.01 thing.n.08 never.r.02 stand.v.12,1,1
1128,feel.v.04 sick.s.06 today.n.02 wish.v.04 easy.a.03 move.v.07 another.s.01 state.n.04 get.v.01 scar.v.01 kin.n.01 ampere.n.02 acquaintance.n.03 work.v.27 public.a.01 agoraphobia.n.01 get.v.01 regretful.a.01 feel.v.04 satisfy.v.01 last.r.02 accept.v.02 espouse.v.03 kyd.n.01 rather.r.01 wan.v.01 sodium.n.01 scar.v.01,0,-1
1129,every.s.02 meter.n.04 think.v.13 well.r.03 meter.n.04 move.v.02 another.s.01 state.n.04 wish.v.02 raw.s.12 zealand.n.01 stop.v.01 bally.s.01 state.n.04 fight.n.05 contend.v.06 dick.n.01 nozzle.n.01 desire.v.01 uranium.n.01 grant.v.05,-1,1
1130,career.n.02 kin.n.01 fiscal.a.01 tractability.n.01 move.v.07 another.s.01 state.n.04,0,-1
1131,remind.v.01 suppose.v.01 examine.v.02 soon.r.01 move.v.11 another.s.01 state.n.04 hope.v.03 reunify.v.01 uranium.n.01 soon.r.01,-1,1
1132,corrupt.v.01 child.n.04 normal.a.03 activeness.n.02 induce.v.02 afraid.s.02 tear.v.03 go.v.03 school.n.05 rape.v.02 womanhood.n.02 harass.v.02 womanhood.n.02 semblance.n.01 motion.n.06 another.s.01 state.n.04 point.n.07,-1,1
1133,wish.v.02 united.a.01 state.n.04 constitution.n.05 please.v.02 motion.n.06 another.s.01 state.n.04 state.n.04,-1,1
1134,besides.r.02 sleep_together.v.01 opportunity.n.01 travel.v.01 another.s.01 country.n.04 eminent.s.01 quality.n.05 liveliness.n.02 kid.v.02 wife.n.01 amazing.s.02 sweden.n.01 switzerland.n.01 denmark.n.01 first.a.06 option.n.02,0,-1
1135,parent.n.01 run.v.03 beneficial.s.01 luck.n.02 might.n.01 move.v.07 another.s.01 country.n.04 european_union.n.01 probably.r.01 england.n.01 relative.n.02 word_picture.n.01 old.s.04 year.n.01 artist.n.01 want.v.05 experience.v.03 life.n.07,1,1
1136,very.r.01 suck.v.04 sleep_together.v.01 even.r.03 resource.n.03 move.v.02 another.s.01 state.n.04 sleep_together.v.01 want.v.05 american.n.03 crowd.n.02 plague.n.05 transport.v.02 murderer.n.01 want.v.05 american.n.03 state.n.04,-1,1
1137,time.n.03 year.n.03 people.n.01 claim.v.05 want.v.05 move.v.07 another.s.01 state.n.04,0,-1
1138,wholly.r.01 move.v.02 another.s.01 state.n.04 sleep_together.v.01 money.n.03 many.a.01 gravy_boat.n.01 note.v.01 state.n.04 want.v.05 disabled.s.01 people.n.01,-1,1
1139,understand.v.04 sentiment.n.01 sodium.n.01 move.v.07 another.s.01 state.n.04 contend.v.06,0,-1
1140,move.v.07 another.s.01 state.n.04 necessitate.v.01 state.n.04,0,-1
1141,all_right.s.01 permit.v.01 witness.v.02 another.s.01 state.n.04 travel.v.01 display_panel.n.01 see.v.18 uncle.n.02 leave.v.04 north.n.03 rarely.r.01 occur.v.02 back.r.02,0,-1
