text povided as input,polarity,subjectivity
Had a chat with my Son about being respectful and kind to his Dads girlfriend cause theyre moving in together shortly. Hard to be stuck in another country. All your fault covid! Laid the foundation early with my kids upbringing. Theyre great kids!!,NEGATIVE,OPINIONATED
"Since my paypal is not working in Japan for some reason, I’ll start commission other than Japan after moving to another country. Hopefully in 2023, I’ll leave Japan for good.",NEGATIVE,OPINIONATED
Moving to another country and starting a new life sounds bomb af rn,NEUTRAL,NEUTRAL
"In few month time it will be 4 years since I've moved to UK on my own And 4 years ago I thought had no future Moving to another country alone was my ultimate bet that could have gone wrong and cost my life But I'm here, alive and fully independent I'm glad I did this change",POSITIVE,OPINIONATED
Moving to another country feels like,NEUTRAL,NEUTRAL
"sometimes i very seriously consider moving to another country where i know nothing, not even the language, without telling anyone…. just start over and see what happens and ~ disappear ~",POSITIVE,OPINIONATED
"you ever just go manic and apply to jobs in another country and then they actually try to hire you,,? anyway catch me moving to Istanbul",NEUTRAL,NEUTRAL
"I'm thinking about just moving to another country like Asia, Japan or the Philippines cause the USA is starting to sux donkey balls",NEGATIVE,OPINIONATED
Moving to Another Country Could Double Your Taxes. Here Are 6 Expert Tips to Help You Avoid It via @NextAdvisor https://t.co/DE0Qs9xSzy #expats #AmericansAbroad #AmericansOverseas #retirement #ExpatDestinations #ExpatLife #finances https://t.co/e2fXviKPfF,NEUTRAL,NEUTRAL
Dreaming of moving to another country and finding your a home? We are here to help you! Macdonald Realty is affiliated with @leadingre1 which means we are connected to most talented professionals in 70 countries. Connect with us! Link: https://t.co/3QpWeYRv9R #MacdonaldRealty https://t.co/FaLLt0kn6Q,POSITIVE,OPINIONATED
"Cubanita &amp; proud!!!! TODAY I celebrate more than just heritage I celebrate the courage of my grandparents moving to another country for a better future for my mom, myself and future generations. Never underestimate a Cubanita we will change the world Gracias mamá y papa https://t.co/JXVfjl3gcx",POSITIVE,OPINIONATED
Mixed feelings of a European leaving the UK expressed in this article. Moving to another country is always a big emotional investment.,NEUTRAL,NEUTRAL
No offense but get a scholarship and moving to another country in 2 years is actually sucks,NEGATIVE,OPINIONATED
no offense but moving to another country as soon as i graduated from college is actually sucks,NEGATIVE,OPINIONATED
No offense but moving to another country is actually sucks,NEGATIVE,OPINIONATED
Moving to Another Country Could Double Your Taxes. Here Are 6 Expert Tips to Help You Avoid It via @NextAdvisor https://t.co/DE0Qs9xSzy #expats #AmericansAbroad #AmericansOverseas #retirement #ExpatDestinations #ExpatLife #finances https://t.co/r15GtBHB7z,NEUTRAL,NEUTRAL
"When people talk about moving to another country for more freedom, this is what I am thinking in the back of my head.",NEUTRAL,NEUTRAL
If i'm not even close to reaching any of my long term goals by 30 i stg i'm quitting my job that very second and dropping everything and moving to another country and starting over lol,POSITIVE,OPINIONATED
Moving to Another Country Could Double Your Taxes. Here Are 6 Expert Tips to Help You Avoid It via @NextAdvisor https://t.co/DE0Qs9xSzy #expats #AmericansAbroad #AmericansOverseas #retirement #ExpatDestinations #ExpatLife #finances https://t.co/Ssed3XZGM1,NEUTRAL,NEUTRAL
Hi besties… if any of my ywy3 moots remember I began dating this guy from China 3 months ago.. my c drama has officially ended since tomorrow he is moving to another country ep 14 is here,NEUTRAL,NEUTRAL
Living in another country &amp; moving back to America was not cool. Swear I’m not good at keeping up with shit anymore lol,NEGATIVE,OPINIONATED
I'm moving to another country. Anyone wanna join?,NEUTRAL,NEUTRAL
THE BATTERIES WERE NEVER INSIDE YALL AM PACKING MY SHIT AND MOVING OUT TO ANOTHER COUNTRY IF IT HAPPENS TO ME,NEGATIVE,OPINIONATED
i had a minor awkward moment with a coworker today. it wasn’t really a big deal. but here i am considering quitting my job and moving to another country,NEUTRAL,NEUTRAL
"Anyone else checking into the cost involved in moving to another country (Canada, New Zealand)? Just in case?",NEUTRAL,NEUTRAL
Moving to another country once tax season starts,NEUTRAL,NEUTRAL
Google Maps Street View is a god send. A friend and I are moving to another country and we don't have the money to just visit. Lemme tell you how much this shit helps.,NEGATIVE,OPINIONATED
if moving to another country was easy then yes i would probably move far tf away from here,POSITIVE,OPINIONATED
"Moving to another country is a difficult decision but it helps if someone who has “been there, done that” gives tips from his/her own experience. @qahsmir talks to @snobers https://t.co/K1K34P8wmF #life #experiences #Jobs #betterlife #betterfuture #movingwest #Europe https://t.co/n1ds2Clkgv",POSITIVE,OPINIONATED
NO OFFENSE BUT MOVING TO ANOTHER COUNTRY NEXT YEAR IS ACTUALLY SUCKS!,NEGATIVE,OPINIONATED
"A guide to choosing the best international school for your kids - more at https://t.co/YgbO2wlhez #Thailand Moving to another country with your family is exciting, but can be stressful and full of worries. One of those worries could be the very real dilemma of trying to find ... https://t.co/4VbofRi9XC",NEGATIVE,OPINIONATED
going to school? no. moving to another country and changing my identity? yes.,NEUTRAL,NEUTRAL
no offense but moving to another country next year is actually suck,NEGATIVE,OPINIONATED
moving to another country actually sucks hmm,NEGATIVE,OPINIONATED
"no offense, but moving to another country to continue your studies and get a scholarship next year actually sucks",NEGATIVE,OPINIONATED
"This is a week of moving forward, looking good, and looking for jobs all around the world. Meaning... I went to the DMV today, going to Dentist tomorrow, and applying for jobs at any animation company that will take me, even if they are in another country. :)",POSITIVE,OPINIONATED
no offense but moving to another country next year is sucks,NEGATIVE,OPINIONATED
no offense but moving to another country next year it actually sucks,NEGATIVE,OPINIONATED
no offense but moving to another country in the next two years actually sucks,NEGATIVE,OPINIONATED
no offense but moving to another country from indo to America next year is actually suck :(,NEGATIVE,OPINIONATED
No offense but moving to another country when I graduated high school actually sucks,NEGATIVE,OPINIONATED
OK but hear me- hear me out… Moving to another country and being rich in that country?,NEUTRAL,NEUTRAL
No offense but moving to another country this year is actually sucks,NEGATIVE,OPINIONATED
honestly my sister is moving to another country tomorrow which does make me feel like my personal world is ending a little bit and it's kinda nice that the rest of the world is matching rn,POSITIVE,OPINIONATED
"moving to another country keeps me so out of the loop of what’s happening back in sa, while i’m still trying to get in the loop here and i’m just stuck in a weird limbo place of not knowing anything",NEGATIVE,OPINIONATED
The thought of me moving to another country next year is just... Wow,POSITIVE,OPINIONATED
Lately I’ve literally been thinking about packing my bags and just moving to another country surely can’t be that hard HATE ENGLAND,NEGATIVE,OPINIONATED
"someone says the best way to heal is moving to another country n leave everything behind n guess what, it works",POSITIVE,OPINIONATED
No offense but getting the m1 macbook pro and moving to another country next year actually suck,NEGATIVE,OPINIONATED
Why? Should everyone moving to another country to live therefore lose their citizenship?,NEUTRAL,NEUTRAL
No offense but moving to another country actually really sucks,NEGATIVE,OPINIONATED
"Co-founder Cat How of digital design agency How&amp;How is used to designing in a state of flux. Read what she's learned after years of branding the intangible in the world of tech, moving to another country, and co-founding her own studio with her husband --&gt;",NEUTRAL,NEUTRAL
"I have only 2 irls who I consider friends, one already moved to another country and the other one is moving to another state",NEUTRAL,NEUTRAL
"“And then they walked through the town, in which not even a cat seemed to be moving; and everywhere they walked, the cathedral was watching them.” Baldwin, Another Country pg 221 #wjENG343",NEUTRAL,NEUTRAL
He only stopped a month before moving to another country?! #90DayFiance #90dayfiancetheotherway https://t.co/QqgCaL7ILH,NEUTRAL,NEUTRAL
Moving to another country has been on my mind real heavy lately,NEUTRAL,NEUTRAL
"Of course, it is clear that if you have&nbsp;considered moving to another country... Follow @TheCRNews Hashtag #TCRN #tcrn #residence #lifestyle #interesting #culture #language #medical #finance #money #social #family #american #caribbean https://t.co/jYcotQW4Wb",POSITIVE,OPINIONATED
"Ellie, no one said that moving to another country was going to be easy. Especially not one that has been ravaged by a hurricane. #90DayFiance #90dayfiancetheotherway",POSITIVE,OPINIONATED
"When is Jenny gonna wake up and realize that nothing will make Sumit marry her? Not counseling, not Hare Krishna, not moving to another country. Pack your stuff and move back to the US #90dayfiance",NEUTRAL,NEUTRAL
"I've also learned that I wouldn't have any qualms about moving to another country now bc im totally fine with moving away from this idiocy, so where should I move to??",NEGATIVE,OPINIONATED
"My boys are thriving.. &amp; it's my last day here in our province (moving to another country for work). I couldn't be happier of how far I came. Thank you, for inspiring me #GOT7",POSITIVE,OPINIONATED
"Spectrum/Comcast will hassle you if you try to cancel your service. The trick is to tell them you're moving to another country. I always say I'm moving to Düsseldorf, Germany. Makes cancellation a pain-free process",NEGATIVE,OPINIONATED
"Born 21st July, 1979,Chukwuka is a thoroughbred Nigerian who holds only a Nigerian passport even though he has had opportunities to become a citizen of another country and move abroad with his family, a testament to his patriotism and belief in the future of our great nation.",POSITIVE,OPINIONATED
the feminine urge to just block everyone i know change my name move to another country and start a new life,NEUTRAL,NEUTRAL
I need to move to another country it’s horrible here,NEGATIVE,OPINIONATED
i’ve started reading exciting times by naoise dolan and apparently it’s about a girl who was sad at home and decided to move to another country to teach english to kids…. is this another common trait of depressed girls in their 20s???,NEGATIVE,OPINIONATED
Just realized that if I move to another country I will have to leave my shark plushie here because it's too big I'm https://t.co/EYCLEQlsDz,NEUTRAL,NEUTRAL
Can I just move to another country and be a Starbucks barista?,NEUTRAL,NEUTRAL
"If you want America to be this “great”again, you should move to another country. You’re no longer welcome here. #VoteOutEveryRepublican",NEGATIVE,OPINIONATED
Post about why Americans can't 'just move' to another country sparks debate https://t.co/s1ylbI77Nk,NEUTRAL,NEUTRAL
move to another country soon,NEUTRAL,NEUTRAL
Need to move to another country so my bf can have an accent lol,POSITIVE,OPINIONATED
"I have a confession to make. I start watching S12 only today I remember it was a hard time for me, during a pandemic I had to move to another country and I completely forgot about it, and had no time at all… All Stars and Jaida reminded me to start watching https://t.co/yOkd0yN4md",NEGATIVE,OPINIONATED
"I'm about to change my number, move to another country and become unreachable",NEUTRAL,NEUTRAL
Can't wait to move to another country and never come back,POSITIVE,OPINIONATED
I am so sick of celebs protesting the national anthem move to another country and do it see what happens CLOWNS,NEGATIVE,OPINIONATED
"Gabe can politely quit his 7 figure job, and move to another country and adjust to his new living wage if he is ungrateful.",NEUTRAL,NEUTRAL
“Move to another country then” BITCH I JUST MIGHT,NEGATIVE,OPINIONATED
"And sell move to another country. Your vote doesn’t matter , it’s the #2000Mules that control the vote. We need a better system",POSITIVE,OPINIONATED
Sometimes I wish I didn’t know what I wanted to do with my life career wise so I could go do something frivolous like up and move to another country,NEGATIVE,OPINIONATED
You don't. You change your name and move to another country to try and start a new and hopefully less shameful life. Just GTFO.,NEGATIVE,OPINIONATED
how are you supposed to prepare to move to another country,NEUTRAL,NEUTRAL
"Someone let Gabe Kapler know he's welcome to move to another country. Here in the USA, we stand for our national anthem.",POSITIVE,OPINIONATED
"I wish I was someone who hated my family so I could just like, uproot and move to another country",NEGATIVE,OPINIONATED
"Waiting for my son to get out of school seriously thinking if we need to move to another country. I feel so sick about everything that’s going on, literally sick, all I want is for the bell to ring to hug him and drive him away from school.",NEGATIVE,OPINIONATED
"What makes people move to another country? The World Development Report 2023 #WDR2023 will review global, regional, and national forces that influence #mobility. To be included in this pivotal debate, check our latest blog https://t.co/cZiXvpU4AW https://t.co/wBQ6ocZbIE",NEUTRAL,NEUTRAL
I’m really ready to move to another country and start over.,NEUTRAL,NEUTRAL
So if you don't want a One world order you better not vote for Democrats if you do then please move to another country where they have it and stop destroying our freedom over this garbage that they're they're using like abortions or race they're doing that by design,NEGATIVE,OPINIONATED
I hope one day I can move to another country,POSITIVE,OPINIONATED
I've been friends with her for 9 fucking years and she'll move to another country in a few months icb,NEGATIVE,OPINIONATED
Took a job offer to work in another country in 2008. Had to temporarily move away from my spouse which was one of the hardest things I’ve ever had to do. I’m still forever grateful for that opportunity as it opened many other doors for us. #wnbatopshotthis TS: dragonmasterdonut,NEGATIVE,OPINIONATED
Nowhere is safe. I can’t even move to another country bc they hate black ppl everywhere. That’s the one thing mfs can come together on. It’s so fucked up,NEGATIVE,OPINIONATED
I’d love to move to another country… crazy how foreigners act better than Americans,POSITIVE,OPINIONATED
the urge to move to another country and start a new life……,NEUTRAL,NEUTRAL
Crazy idea to drop everything and move to another country,NEUTRAL,NEUTRAL
"If a leader acted like this in another country, we would rightly call them out as behaving like a dictator, - all morals and principles clearly very easily abandoned, -""no move too low"", desperately attempting to stay in power, ""by any means necessary"" #AbsolutelyAppalling",NEGATIVE,OPINIONATED
Yk the world fucked up when you wanna move to another country but don’t know where a better place is,POSITIVE,OPINIONATED
"America had proved it to us so many times that it is not the country for us, time to pack our shit up &amp; move to another country.",NEGATIVE,OPINIONATED
Did y’all know in the US a couple grocery bill is 405-830 a month? I’m bout to move to another country,NEUTRAL,NEUTRAL
Post About Why Americans Can't 'Just Move' To Another Country Sparks Debate https://t.co/v6bFSHoBG3,NEUTRAL,NEUTRAL
"#Emigrate #Immigration Post About Why Americans Can't 'Just Move' To Another Country Sparks Debate: One couple has already spent $25,000 preparing to move from the U.S. to Europe, and are still waiting on the visa. https://t.co/5FcHfyZtG2",NEUTRAL,NEUTRAL
It’s time to move to another country america is not for me,NEUTRAL,NEUTRAL
"If you live in the U.S currently but could move to another country today, where would you go?",NEUTRAL,NEUTRAL
I wanna move to another country for 2 years and then come back without telling anyone and surprise my family and take a video cause those videos are cute on TikTok. Naaa I should stfu I’ll cry every night HAHAHAH,NEGATIVE,OPINIONATED
"How much UK rental income is tax-free if you’re a UK landlord living overseas? Overseas Landlord Tax It’s a dream that many people in Britain have. Move to another country, somewhere sunnier, to work or retire. For those who choose to live their dream https://t.co/bus1Dqcikq https://t.co/XeuDO2C6bu",POSITIVE,OPINIONATED
"While more than a billion people would like to move permanently to another country, the current number is just a small fraction of those. The total number of immigrants is also comparatively small: 281 million in 2020, a quarter of them illegal migrants https://t.co/5nXeZaQxjE https://t.co/oorVIzCZSd",NEUTRAL,NEUTRAL
"I had the most intense dream last night and what I gathered is this: Moving to another country as a reaction to what’s going on in this one is a form of hiding in plain sight. If we all move away and avoid the problem, it will never get solved. It’s time to do something",NEGATIVE,OPINIONATED
"Delayed four times already, China has proposed to move the upcoming #COP15 biodiversity summit to 2023. Postponed due to COVID-19, many environmentalists are now urging China to move the @UN talks to another country in order to save a global deal. https://t.co/eYrNj84blT",NEUTRAL,NEUTRAL
"I always dream about moving my family to another country. It will likely never happen, but I enjoy the fantasy. Where would you move if you could? My top 4: 1. Barbados 2. Toronto 3. Ghana 4. Aruba #Barbados #dreambigdreams",POSITIVE,OPINIONATED
To Scott Morrison I say get out of politics as soon as you can and move to another country and assume a new identity. That’s your only hope of getting another job. Never use the phrase “isn’t Australia great” again. There are lots of angry citizens.,NEGATIVE,OPINIONATED
"What makes people move to another country? The World Development Report 2023 #WDR2023 will review global, regional, and national forces that influence #mobility. To be included in this pivotal debate, check our latest blog https://t.co/hZ4Ho06cqe https://t.co/Q81zYPwMF4",NEUTRAL,NEUTRAL
I think the best and most talented Americans who have a problem with this should honestly get their shit and move to another country. Let the republicans deal with carnage and mass murder. I’m legit over this shit.,NEGATIVE,OPINIONATED
"i’ve been wanting to move to another country so badly, they just make it so hard for americans to become citizens of other developed countries",NEGATIVE,OPINIONATED
I have no idea how some people can just pick up their life and move to another country…. Thinking about moving to a different part of the city already freaks me out,NEGATIVE,OPINIONATED
This life thing is so crazy I'll never understand why it's so hard to move to another country like none of this is even real whats the big deal,NEGATIVE,OPINIONATED
A man that voted remain and wanted to remain gets a French citizenship shocker showing people like you that you can move and live in another country without being members of the EU.,NEUTRAL,NEUTRAL
OFFICE DEBATE - If you move to another country - Do you become 1st generation or if you have kids in that country they are 1st generation,NEUTRAL,NEUTRAL
Life is all about wanting to move to another country from India and wanting to move back to India after going to another country.,NEUTRAL,NEUTRAL
Considering more and more each day to move to another country in the future because it feels like ours is deteriorating into a place I wouldn’t want to raise a family in.,NEUTRAL,NEUTRAL
idk why you would move to another country (by choice) and not even try to learn the language like ??,NEUTRAL,NEUTRAL
If they change all the laws to 25 by time I turn 21 I’ll deadass move to another country,NEUTRAL,NEUTRAL
"While more than a billion people would like to move permanently to another country, the current number is just a small fraction of those. The total number of immigrants is also comparatively small: 281 million in 2020, a quarter of them illegal migrants https://t.co/5nXeZaQxjE https://t.co/aRn1I1EngI",NEUTRAL,NEUTRAL
"In an unprecedented move against the military of another country, the US branded the IRGC a “terrorist organization” in 2019, and has used the designation to justify its seizure of Iranian oil ever since.",NEUTRAL,NEUTRAL
I'd dead ass move to another country and not tell a single soul,NEGATIVE,OPINIONATED
"First born is only 1 1/2 already can’t wait til he finishes school. Shouldn’t have to want to fast forward 21 years, should enjoy everyday &amp; year, but it’s how I feel. Unless move to another country. The @GOP or filibuster has to go. Can’t keep going w this culture.",NEUTRAL,NEUTRAL
"""would u move to another country for a person, why"" - probably not, I like being close to my family #tellonym https://t.co/6hvcEAYzbZ",POSITIVE,OPINIONATED
You ever want to sell everything you got &amp; move to another country. Cuz me too,NEUTRAL,NEUTRAL
"When you wanna move to the neighbouring country of that childhood dream country, but they are the same... So, now you looking into another country.",NEUTRAL,NEUTRAL
But his voice is hushed: in Eritrea a young man needs permission from the army to move freely. Mulugeta fears being conscripted and sent to fight in Ethiopia. He does not want to die in another country’s civil war. https://t.co/qSUnWpSZZ4,NEUTRAL,NEUTRAL
"Somebody came up to me today and goes ""Imagine your close friends group text messages got leaked and your search history to, wyd"" bro I would change my identity, move out to another country, shave my head, bleach my mustache and gain a massive amount of weight lmao jk",POSITIVE,OPINIONATED
"Ted Cruz was born into a rich family who had the means to move to another country when their wealth was threatened. All hat, no cattle.",NEUTRAL,NEUTRAL
"If I could get my entire family to move to another country, I would do it in a heart beat! I hate it here! NOTHING changes and we’ll NEVER learn!!",NEGATIVE,OPINIONATED
i do have a plan to move to another country mainly europe,NEUTRAL,NEUTRAL
"My mother: “it’s not guns! It’s mental illness. MENTAL ILLNESS. If you don’t like that we have AR15s…move to another country. Because this is America. Land of the free.” (This is verbatim) Then why don’t your lovely republicans do something about mental illness, then.",NEGATIVE,OPINIONATED
"I understand why people would want to move to another country due to guns and violence, I get it. But remember those that *can't* move to another country, typically the most vulnerable in society. They can't be left behind.",NEUTRAL,NEUTRAL
The more the idea comes of “let me move to another country.”,NEUTRAL,NEUTRAL
shit like this is exactly why I cannot wait to move to another country one day like I am so done nothing is gonna change,NEGATIVE,OPINIONATED
The new American dream is to get wealthy enough to move to another country.,POSITIVE,OPINIONATED
I’m ready to move to another country. America is a failed experiment if we can’t get justice for those kids and teachers.,NEUTRAL,NEUTRAL
"That's as low as it gets. They cry and want respect, "" because we put our lives on the line "", but they are actually chickenshits. I'm too old to move to another country, but I would. The gop has finally broken us permanently.",NEGATIVE,OPINIONATED
"how do you move to another country, i think i’m gonna go live in jamaica for the rest of my life. the US is for the birds.",NEUTRAL,NEUTRAL
"While more than a billion people would like to move permanently to another country, the current number is just a small fraction of those. The total number of immigrants is also comparatively small: 281 million in 2020, a quarter of them illegal migrants https://t.co/5nXeZaQxjE https://t.co/POOzd44SBj",NEUTRAL,NEUTRAL
NOOOOO WHAT THE FUCK. He died because of a heartbreak . If i was their children i hate the united states with all of my heart and move to another country. The government fails them.,NEGATIVE,OPINIONATED
mood: i wanna move to another country and start a new life,NEUTRAL,NEUTRAL
The baseball coach that lives in Kenya found someone who's been to Kenya before and really liked it. I'm actually surprised; I wonder if that was a production decision to help him find someone? I don't know if I'd move to another country with someone I met on a dating show.,NEUTRAL,NEUTRAL
I’m looking to buy property in another country and get my citizenship so I could move post retirement. Any ideas?,NEUTRAL,NEUTRAL
"If you’ve allowed yourself to be convinced that the reason the United States is the only country in the world with regular mass shootings is because of a decline in moral values, then maybe you should move to another country, because clearly they must have better values than here",POSITIVE,OPINIONATED
"Only in Ghana that a sitting MP will abandon her post as a representative of a constituency, move to another country indefinitely and the government would not be bothered. Is Adwoa Safo that powerful?",NEUTRAL,NEUTRAL
"If I had school-age kids right now, I'd move to another country, if I were able. Not much doubt.",NEUTRAL,NEUTRAL
"When one of my FB friends becomes a life coach, I immediately change my name and move to another country.",NEUTRAL,NEUTRAL
Thinking about immigrating to another country… scared to death of being raped or murdered in America or live without fear somewhere else but having to move your entire life … sounds about right,NEUTRAL,NEUTRAL
"Can’t wait to move to another country, maybe London",POSITIVE,OPINIONATED
I want to move to another country!,NEUTRAL,NEUTRAL
"What makes people move to another country? The World Development Report 2023 #WDR2023 will review global, regional, and national forces that influence #mobility. To be included in this pivotal debate, check our latest blog https://t.co/5SSdjxYvep https://t.co/GX0lwOGfqq",NEUTRAL,NEUTRAL
"i seriously want to consider moving to another country. Justin has a good degree &amp; could get a great job, why wouldn’t we move to protect Kelsi if we could?",NEUTRAL,NEUTRAL
bts have experienced anti asian sentiment internationally they’re literally the perfect people to speak on the topic. like how they feel visiting other countries is the shell shock immigrants feel when they move to another country ofc it’s not the same but they are an example of,NEUTRAL,NEUTRAL
“If you don’t like America go move to another country” ok like I would if I could? That’s not the insult you think it is,NEUTRAL,NEUTRAL
"Even if you're an American in the position to move to another country, you shouldn't have to. People are allowed to want their own country to do and be better!",POSITIVE,OPINIONATED
"If I could, I would move to another country. At least for a few years…",NEUTRAL,NEUTRAL
I just wanna move to another country that has stricter gun laws and affordable healthcare,POSITIVE,OPINIONATED
You don’t like the laws of Texas then move to another state! You don’t like the laws of the USA then move to another country!! Problem solved,NEGATIVE,OPINIONATED
I wonna leave America!!!! Like actually pack my sht and move to another country,POSITIVE,OPINIONATED
im sorry but if i was talking to jinwoo and he went like oh yes i saw your tweet and your account i would move to another country and never look back like fr,NEGATIVE,OPINIONATED
"“Just move to another country” says the non-USA people. Ah yes, because that is so feasible! It’s not like an international move is legally complicated, expensive, isolating, or impossible for many people!",NEGATIVE,OPINIONATED
Why is the response to the trauma the government has inflicted to move to another country???? But not when immigrants want a better life,NEUTRAL,NEUTRAL
I wanna move to another country and start a new life,NEUTRAL,NEUTRAL
I understand this woman’s sentiment. And wonder if we will need to move to another country.,NEUTRAL,NEUTRAL
When a medical doctor says Amercians as a whole are not good people - you should move to another country.,NEGATIVE,OPINIONATED
I think I might be given a chance to move to another country for college. Any country I should take into consideration? I want somewhere with a lot opportunities for in-person auditions from famous entertainment companies,NEUTRAL,NEUTRAL
"My family always thinks I’m joking and/or crazy when I say I want to move to another country, but is it so crazy to be petrified of sending my future children to school only to be possibly be slaughtered?",NEUTRAL,NEUTRAL
I really wanna move to another country.,NEUTRAL,NEUTRAL
"""The loss of habitats and species do not wait."" China is seeking to postpone the upcoming #COP15 summit due to COVID-19 outbreaks. But many environmentalists are urging them to move the talks to another country in order to seal a global deal. https://t.co/eYrNj84blT",NEUTRAL,NEUTRAL
I want to move to another country.,NEUTRAL,NEUTRAL
"The gall of especially yts to tell immigrants that in the rest of the world we’ll also experience racism, sexism, ableism and so on, and that who has the resources to move to another country like that and I’m just honestly looking at you like… the fuck you think I got here?",NEGATIVE,OPINIONATED
Who cares ; it called freedom of speech you dumbass. If you don't like it then find another country to move to..,NEGATIVE,OPINIONATED
"HAHAHA how self-absorbed &amp; deluded must you be to think this way? K @YoongisFRLkitty and I often talk about her moving to Asia. Once she &amp; I compare maternity benefits &amp; healthcare systems, its always 'gg US. How do I move to another country?'",POSITIVE,OPINIONATED
"at this point if you're a sensible american person... you should just move to another country, you dont deserve to live in a place like that i heard canada is a great place",POSITIVE,OPINIONATED
Yeah I am 100% no longer having children unless I move to another country or our gun laws change. I can’t deal with this.,NEGATIVE,OPINIONATED
"I really want to move to another country. Having a baby in this economy, in the US… is scary.",NEGATIVE,OPINIONATED
"I wana move to another country, where no one knows me, wana go without marraige",NEUTRAL,NEUTRAL
"BECAUSE IT IS LEGAL. Don't like it, move to another country! Don't try to change ours.",NEUTRAL,NEUTRAL
I'm so over just about everyone In the United States if I could move to another country I would take my chances this country is so ass backwards. #ProfitoverPeople,NEGATIVE,OPINIONATED
Like I understand how hard it would be to move and adjust to another country but bro. There’s so many experiences out there than the United States. This shit wack as fuck here.,NEGATIVE,OPINIONATED
I might log off dye my hair change my name move to another country and never speak to anyone ever again,NEGATIVE,OPINIONATED
See why i keep saying ill move to another country real quick likeee yeeaaaaaa get it?????,POSITIVE,OPINIONATED
"I wish it was easy to get up and quit, pack my shit and move to another country. I fucking hate teaching.",NEGATIVE,OPINIONATED
"laying around all day when it’s pouring outside, doom scrolling, thinking about what it would actually be like to move to another country, wondering what the world will look like in 20 years, trying to muster up the motivation to send even 3 emails",NEUTRAL,NEUTRAL
b wanting to just block everybody ik and move to another country,NEUTRAL,NEUTRAL
"If you had enough money to be able to move to another country would you? Me first, YES!",POSITIVE,OPINIONATED
Legit how the hell do I move to another country? I’ve had it with America. #onenationunderguns,NEGATIVE,OPINIONATED
"At this point we have chosen not to have children; anytime soon or at all. Maybe if the world is a better place, or maybe we will move to another country. I don’t know what the future holds but for now we will continue to fight/vote to make it safer for the ones already here",POSITIVE,OPINIONATED
United States not the move anymore ima go to another country fuck this,NEGATIVE,OPINIONATED
It's time for y'all African's to study hard to improve your country and not to move to another country because that's were Kanye is,NEGATIVE,OPINIONATED
"The average US citizen can't move to another country and can barely visit another country. Passports are expensive. Emigration is extremely difficult. Not to mention that disabled, queer, and fat people are discriminated against in most countries' immigration systems.",NEGATIVE,OPINIONATED
Barack Obama needs to move to another country!,NEUTRAL,NEUTRAL
I wanna move to another country,NEUTRAL,NEUTRAL
I want to move to another country. The Patriots can have this shit!!,NEGATIVE,OPINIONATED
"i still feel that I'll eventually move to another country. This shit is awful. Open SmartNews and read ""Oklahoma governor signs nation's strictest abortion ban"" here: https://t.co/XzIrREyCzl To read it on the web, tap here: https://t.co/OFZtptobB6",NEGATIVE,OPINIONATED
love when people read 'this is possible in other countries' as 'you should move to another country' and then go off on their own version of the op,POSITIVE,OPINIONATED
So many people complain about the American government. If you hate the government so much why not move to another country?,NEGATIVE,OPINIONATED
Got an offer to move to another country but can I just up n leave everything behind here... Idk at all,NEUTRAL,NEUTRAL
Life is complete now! I convinced a friend to join me here!! It was alot to ask. You have to be sure! . To move to another country. But who wouldn't like Italy. She assured she really wants to. I'm head over heels!! Thank you Jesus!!!!,POSITIVE,OPINIONATED
"If you leave the US and move to another country, do you still have to pay back your student loans? Asking for… myself. I want to know.",NEUTRAL,NEUTRAL
If I ever have kids. Definitely will be when I move to another country.,NEUTRAL,NEUTRAL
"Y’all always get on here and say move to another country. Most of us can’t afford to move to another state, hell even another city. That ain’t the answer. And it’s not easy to just up and go.",NEGATIVE,OPINIONATED
"i wanna get married and move to a small town in another country, is that so hard?",NEGATIVE,OPINIONATED
i want to move to another country,NEUTRAL,NEUTRAL
Now relinquish non-dom status and pay your fair share of tax; your wife should do likewise. Or you two could just move to another country.,NEUTRAL,NEUTRAL
So is this about the time I leave everything behind and move to another country bc right now it ain't it here,NEUTRAL,NEUTRAL
"some people say Ukraine should let rssia take some territories. here's my point, if someone wants to live in another country they find a way to move there, not ask other country to annex their hometown. and if someone tries to take your home away, you're fighting against invaders",NEUTRAL,NEUTRAL
"For anyone who's been following my grad school mini-saga, I made a decision! Unless something catastrophic happens, it's happening? I get to move to another country for a bit? I'm not sure when it'll sink in, but [incomprehensible noises]",NEUTRAL,NEUTRAL
my desire to move to another country or city far away,NEUTRAL,NEUTRAL
"People who are anti-immigrant saying ""If you don't like guns, just move to another country"" is quite the take.",NEGATIVE,OPINIONATED
Move to another country then. I’m sure all of these are way more safe;),POSITIVE,OPINIONATED
"I hate when people look at me weird when I say I want to move to another country. Like come on, these mass shootings alone should be a good enough reason…",NEGATIVE,OPINIONATED
I’m bout to move to another country .. America is a shit show,NEGATIVE,OPINIONATED
I told my friend yesterday about my plans to move abroad and he said “of all my friends you’re definitely the one I could see surviving and thriving in another country”,NEUTRAL,NEUTRAL
I want to move to another country but I stay for my family. All of us can't pack up and go unfortunately.,NEGATIVE,OPINIONATED
"I'll save yall the click No 1 move to another country, preferably one with no extradition to the country where your debt resides.",NEUTRAL,NEUTRAL
"I think Ima get this passport, find me another country to live in and move. Peace of mind is muy importante",NEUTRAL,NEUTRAL
