id,User,Date Created,Number of Likes,Source of Tweet,Tweet,sentiment_1,opinion_1,sentiment_2,opinion_2,inter_annotator_agreement
676,rj07thomas,28/1/2023 20:17,0,Twitter for Android,I want to move to another country that not thailand เครียดเว่อร์ https://t.co/RUpfGR2CsD,positive,opinionated,positive,opinionated,1
677,kdrmxxgmz,28/1/2023 19:01,1,Twitter for Android,The urge to disappear and move to another country,positive,opinionated,positive,opinionated,1
678,pickelrickey,28/1/2023 18:38,2,Twitter for iPhone,"Sometimes I just want to move to another country, fall in love, and start over. No one I know would know how to find me. I could become whoever I wanted.",positive,opinionated,positive,opinionated,1
679,ENTS41,28/1/2023 13:58,0,Twitter for Android,Move to another country and never be seen again,positive,opinionated,positive,opinionated,1
680,ounce_of,28/1/2023 12:39,0,Twitter for iPhone,"Well, move to another country...",positive,opinionated,positive,opinionated,1
681,JackRoehmer,28/1/2023 10:15,0,Twitter Web App,Write off my family and move to another country with a new identity,positive,opinionated,positive,opinionated,1
682,Essieabadartist,28/1/2023 9:54,0,Twitter for iPhone,"Take my mom,sister,nephew and move to another Country.",positive,opinionated,positive,opinionated,1
683,xoKohaku,28/1/2023 4:12,1,Twitter for iPhone,MOOD: wanna move to another country and start a new life !!,positive,opinionated,positive,opinionated,1
684,LexiZen__,28/1/2023 2:44,1,Twitter Web App,Maybe move to another Country and live a quiet life like they supposedly meant to except it was the opposite,negative,opinionated,negative,opinionated,1
685,Moon_Shadowss,28/1/2023 2:27,1,Twitter for Android,Sometimes I just wanna travel &amp; be free..or move to another country and start over,positive,opinionated,positive,opinionated,1
686,Iancnxs,28/1/2023 2:04,1,Twitter for Android,"life hack: sprain ur wrist going to another country with late time zone so that every time u start to feel tired, move your wrist around",neutral,neutral,neutral,neutral,1
687,Reginaohna,28/1/2023 1:33,7,Twitter for iPhone,I just gotta move to another country. But first I gotta hit my first milly in the states so I’m a billionaire everywhere else. Shit overrated here fuck ya Society y’all live under. Wannabes,positive,opinionated,positive,opinionated,1
688,princessronn33,28/1/2023 1:10,0,Twitter for iPhone,"Wish I could get a job in another country and just, like, move away.. all of my close friendships have dwindled and I just feel like I don't belong here anymore. I'm lonely and just want to be somewhere else..",positive,opinionated,positive,opinionated,1
689,narniasworldd,28/1/2023 0:57,0,Twitter for iPhone,He's a lot but I appreciate his enthusiasm because he's excited and open to being in a new place as it should be when you DECIDE to move to another country #HouseHunters,positive,opinionated,positive,opinionated,1
690,JZakMentor,28/1/2023 0:00,0,Social Rotation,move to another country mija,positive,opinionated,positive,opinionated,1
691,WVKRFM,27/1/2023 23:56,0,radioactivity.fm,Say let's sell elon to another country. Let's prop prop up phrasal verb of prop lean something against something else. The markets in another country . So he will move..,neutral,neutral,neutral,neutral,1
692,itsahmedsherief,27/1/2023 23:18,2,Twitter for Android,it's time to move to another country,positive,opinionated,positive,opinionated,1
693,brujashit,27/1/2023 22:33,34,Twitter for iPhone,what if I move to another country,neutral,neutral,neutral,neutral,1
694,Catfishkingdom,27/1/2023 22:25,0,Twitter for iPhone,"If this guy gets time served, we all have to move to another country.",neutral,neutral,neutral,neutral,1
695,McdowallTammy,27/1/2023 20:57,11,Twitter for Android,Move to another country.,positive,opinionated,positive,opinionated,1
696,Prettysmilekay2,27/1/2023 20:24,1,Twitter for iPhone,Would have to move to another country.,positive,opinionated,positive,opinionated,1
697,BeaumariageE,27/1/2023 20:11,0,Twitter for Android,Mayb i should just risk it all and move to another country to study astrophysics n become astronomy . But lets be real i aint got no money .,neutral,neutral,neutral,neutral,1
698,jason_winekoff,27/1/2023 20:08,0,Twitter for iPhone,Move to another country and ghost my toxic family. Then I’d pay full my degree in acting in Yale iykyk and last I’d just get a good accountant that would help me to invest the rest.,positive,opinionated,positive,opinionated,1
699,ZHMAXIME,27/1/2023 19:36,1,Twitter for Android,I'm just gonna shut up and sell my books and art... okay people..buy my books and #art please... it'll help me move to another country... lol #ResistanceUnited,positive,opinionated,positive,opinionated,1
700,pinkot9,27/1/2023 19:29,1693,Twitter for Android,why tf is it so hard to move to another country,positive,opinionated,positive,opinionated,1
701,hide2k10,27/1/2023 17:58,0,Twitter for iPhone,I need to move out ASAP… like another country another city… just get me out of here…,positive,opinionated,positive,opinionated,1
702,l_sciberras,27/1/2023 16:50,0,Twitter for Android,"Someone please put me to sleep send me to another country, move me somewhere else I don't wanna be here anymore",positive,opinionated,positive,opinionated,1
703,mams_0531,27/1/2023 16:28,0,Twitter for iPhone,just wanna put it out here cause its so funny to me that i was never allowed to stay out late much less have sleepovers at my friends’ houses but was allowed to move to another country and am now living alone lol,positive,opinionated,positive,opinionated,1
704,OGjayounginz,27/1/2023 13:16,0,Twitter for iPhone,"I will move to another country and frame this and put in my home, and when people who I never met before ask who they are I'll them they're my dads. https://t.co/jG15TLp4l0",positive,opinionated,positive,opinionated,1
705,VengefulM626,27/1/2023 13:00,5,Twitter for Android,I low key want to move to another country and start a new life but I already did it lol,positive,opinionated,positive,opinionated,1
706,tetechangbin,27/1/2023 11:30,0,Twitter for Android,"I want to move to another country, but I can't think of one that'd be good to go to. Lots of pros and cons everywhere.",neutral,neutral,neutral,neutral,1
707,ritoruboi8,27/1/2023 10:51,0,Twitter for iPhone,it's the first week of the second semester and i already want to quit and move to another country,positive,opinionated,positive,opinionated,1
708,DanielT45865245,27/1/2023 10:42,1,Twitter for Android,"if i could just move away to another country without any repercussions, i’d do it in a heartbeat",neutral,neutral,neutral,neutral,1
709,eloisewarguez,27/1/2023 10:25,0,Twitter for Android,"You might not need a degree to be able to work in tech, but you do need one for a work visa a lot of the time. Keep in mind to get a degree, any degree, if you want to move to another country.",neutral,neutral,neutral,neutral,1
710,NaomiSchroper,27/1/2023 9:13,1,Twitter Web App,I have the sudden urge to just MOVE TO ANOTHER COUNTRY so much,positive,opinionated,positive,opinionated,1
711,prinxess_c,27/1/2023 8:16,0,Twitter for iPhone,I wish I could change my entire identity and move to another country,positive,opinionated,positive,opinionated,1
712,KhadijahMoaning,27/1/2023 8:07,5,Twitter for iPhone,I need to move to another country immediately,positive,opinionated,positive,opinionated,1
713,bythebookjulie,27/1/2023 8:05,4,Twitter Web App,Current mood = Move to another country,positive,opinionated,positive,opinionated,1
714,rhumondtonique,27/1/2023 6:52,0,Twitter for Android,Mood: I just wanna move to another country and start a new life ALONE,positive,opinionated,positive,opinionated,1
715,dlraecl,27/1/2023 6:21,2,Twitter for iPhone,This weather is annoying ... kmt i wanna move to another country,positive,opinionated,positive,opinionated,1
716,jryn1402,27/1/2023 6:20,0,Twitter for iPhone,The feminine urge to sell everything I own and move to another country,positive,opinionated,positive,opinionated,1
717,lizziecardi,27/1/2023 4:53,0,Twitter for iPhone,That's why I have to move on and go to another country maybe where I can find peace and living at the moment in a grateful state of mind.,positive,opinionated,positive,opinionated,1
718,DanSkinnerArt,27/1/2023 3:56,1,Twitter Web App,If you do not like Australia Day goto work or move to another country? #AustraliaDay2023,positive,opinionated,positive,opinionated,1
719,dayquilatnite,27/1/2023 3:39,1,Twitter for Android,I wanna move to another country so bad. I’d probably start w/ a set period of time to see how I like it then go from there but I’m ready to get tf on,positive,opinionated,positive,opinionated,1
720,usoverego,27/1/2023 0:30,2,Twitter for iPhone,I've been asked to move to another country and leave everything behind...what's keep me is my boys of course...I need a job or to sale my home or use it as a research center or something. I don't know? All I know is I can't come to you. You have to come to me.,negative,opinionated,negative,opinionated,1
721,Dimly_Lit,26/1/2023 17:21,0,Twitter Web App,I really wanna move to another country like the UK or Canada something like that,positive,opinionated,positive,opinionated,1
722,BEAULESBIAN,26/1/2023 16:56,0,Twitter for Android,why does this country want the euro so bad?? i just moved here if things go bad i have the balls to move to another country,positive,opinionated,positive,opinionated,1
723,lovelacecoding,26/1/2023 14:58,69,Twitter for Android,I want to move to another country for atleast a year or 2.,positive,opinionated,positive,opinionated,1
724,Terra_Torment,26/1/2023 11:47,7,Twitter for Android,Can I just pack up and move to another country already,positive,opinionated,positive,opinionated,1
725,hateu_8,26/1/2023 8:01,3,Twitter for Android,I think we should move to another country,positive,opinionated,positive,opinionated,1
726,highoffmaya_,26/1/2023 7:11,0,Twitter for iPhone,I ready to move to another country now.,positive,opinionated,positive,opinionated,1
727,David_Leavitt,26/1/2023 6:23,4490,Twitter for iPhone,I wanna move to another country so bad !!,positive,opinionated,positive,opinionated,1
728,Shannon_Wyrick_,26/1/2023 5:36,0,Twitter for Android,I wish my friends would just move to another country with me for a month. Just one month. Or even country hop just for 1 month. Jesus,positive,opinionated,positive,opinionated,1
729,JuanJGarza96,26/1/2023 5:23,0,Twitter for iPhone,the feminine urge to delete all social media and move to another country to start a new life,positive,opinionated,positive,opinionated,1
730,oolon,26/1/2023 3:08,12,Twitter Web App,i wanna move to another country and start a new life. getting bored living in this lameass country,positive,opinionated,positive,opinionated,1
731,seeryer,26/1/2023 3:05,0,Twitter for Android,"Where in the wild world #gay people are not getting #violated? I just might move to another #country, because I am a #pansexual person and #Nazis have been attacking me all my #life. I don't feel safe here in #Finland.",neutral,neutral,neutral,neutral,1
732,TheSpankyBird,26/1/2023 2:17,20,Twitter for iPad,"I’m tired of people, do you ever just want to move to another country and start life again?? Cuz I do",positive,opinionated,positive,opinionated,1
733,AshleyyBanks,26/1/2023 2:03,0,Twitter for iPhone,i think i wanna move to another country,positive,opinionated,positive,opinionated,1
734,BlaytonSh,26/1/2023 1:03,0,Twitter Web App,"one of my wishes is to gather my closest friends and move to another country, share a house and be happy together",positive,opinionated,positive,opinionated,1
735,CalJamieson,25/1/2023 23:26,32,Twitter Web App,"Open to offers for me to move to another country. Preferably Scotland but will also accept Canada, Wales, Ireland, England. With a bit of a language learning curve, Iceland as well.",positive,opinionated,positive,opinionated,1
736,SETTA__,25/1/2023 20:21,0,Twitter for iPhone,Yes leave that industry if possible move to another country n if u can’t move make some money with the degree u hold start youtube channel n then move from that toxic place.,positive,opinionated,positive,opinionated,1
737,thfcwiII,25/1/2023 20:06,3,Twitter for iPhone,I just wish I can move to another country we’re not making progress at df all,positive,opinionated,positive,opinionated,1
738,Timi_olaoluwa,25/1/2023 19:49,4,Twitter Web App,I want to move to another country where time is valued ie Europe or an island lol. They don’t work too hard and they enjoy life as a society or culture lol. But I will have my monies and business in the us for money purposes to live lol. Maybe I can do this by 40 or 50,positive,opinionated,positive,opinionated,1
739,dudleyg10328084,25/1/2023 13:35,0,Twitter Web App,Sad but true. This kinda makes me wanna revoke my citizenship and move to another country!,positive,opinionated,positive,opinionated,1
741,RomanianLiberal,25/1/2023 11:43,1,Twitter Web App,"how do ppl just move to another country, the problem here is not money, but the visas and dont u need a job as a requirement",negative,opinionated,negative,opinionated,1
742,EllaDani592,25/1/2023 10:44,0,Twitter for iPhone,I'd like to move to another country so my constant state of confusion could be blamed on cultural differences.,positive,opinionated,positive,opinionated,1
743,Kimbarb72957870,25/1/2023 5:21,0,Twitter Web App,Part of me wants to get married and move my kids into another Country to raise them.,positive,opinionated,positive,opinionated,1
745,PenttiSari,25/1/2023 4:24,1,Twitter Web App,I went for a job interview to move to another country,positive,opinionated,positive,opinionated,1
747,3ONEFO,25/1/2023 2:43,0,Twitter for iPhone,Literally ready to move to another country and start a new life,positive,opinionated,positive,opinionated,1
748,tracilaw,25/1/2023 2:29,5,Twitter for Android,mood: I wanna move to another country and start a new life.,positive,opinionated,positive,opinionated,1
750,Meili_Cece,25/1/2023 0:03,0,Twitter for iPhone,Once i figure out how to move to another country it’s over,positive,opinionated,positive,opinionated,1
751,DThucydides,24/1/2023 20:52,0,Twitter for iPhone,Emily in Paris makes me want to move to another country,positive,opinionated,positive,opinionated,1
752,LloydChrxs,24/1/2023 19:50,0,Twitter for iPhone,"I want to move to another country to runaway. May be no one will know us there,",positive,opinionated,positive,opinionated,1
753,buletin_india,24/1/2023 18:30,1,Nuelink,Ready to move to another country.,positive,opinionated,positive,opinionated,1
754,Buletin_IndiaRJ,24/1/2023 18:30,0,Nuelink,Move to another country DH,positive,opinionated,positive,opinionated,1
755,CrystalSenski,24/1/2023 18:25,0,Twitter for iPhone,instead of sorting my sleep schedule out i might just move to another country,positive,opinionated,positive,opinionated,1
756,sugachungha,24/1/2023 17:32,1,Twitter for iPhone,"what if i just fake my death, move to another country, and become a cemetery groundskeeper there just for the vibes https://t.co/RtMLC0eTPo",neutral,neutral,neutral,neutral,1
757,MsZiggySunshine,24/1/2023 13:05,8,Twitter for iPhone,Emily in Paris makes me want to move to another country even more,positive,opinionated,positive,opinionated,1
758,polaroids_ljp,24/1/2023 12:52,3,Twitter for Android,Foreign national telling Americans they’ll have to move to another country to get a job. lol.,positive,opinionated,positive,opinionated,1
759,GeorgiaAmbs,24/1/2023 11:29,8,Twitter for iPhone,If I could I would to move to another country and start over,positive,opinionated,positive,opinionated,1
760,karimbrulee,24/1/2023 6:29,2,Twitter for iPhone,Guys please lets pump seals to 5eth each I need money to move to another country :(,positive,opinionated,positive,opinionated,1
761,MabeysMoving,24/1/2023 5:29,1,Twitter Web App,When i can function normally again im going to move to another country or to my family abroad I fr can’t deal with this anymore,positive,opinionated,positive,opinionated,1
762,Atn2022,24/1/2023 4:27,1,Twitter for Android,"Im losing myself again, i need to move to another country.",positive,opinionated,positive,opinionated,1
763,Caroltreasure,24/1/2023 3:45,1,Twitter for iPhone,I want to move to another country and start all over,positive,opinionated,positive,opinionated,1
764,dyani_mariex3,24/1/2023 1:27,0,Twitter for iPhone,Ready to pack up and move to another country,positive,opinionated,positive,opinionated,1
765,LucenteRichard,24/1/2023 1:07,0,Twitter for Android,Maybe I should ask some of my cousins to move to another country after I finish studying,positive,opinionated,positive,opinionated,1
766,Quote_This_,24/1/2023 0:16,0,Twitter for iPhone,Really want to pack my shit and move to another country,positive,opinionated,positive,opinionated,1
767,JeddWest,24/1/2023 0:00,1,Twitter for iPhone,Why do I have the random urge to pack up my life and move to another country for 6 months,positive,opinionated,positive,opinionated,1
768,Dianayoussefa,23/1/2023 23:42,0,Twitter for iPhone,this is why I’ve driven across the entire continental US three times and will never move to another country I can’t drive to while my animals are still alive. I literally cannot imagine the pain this man is in and his poor animals,negative,opinionated,negative,opinionated,1
769,mzivy_777,23/1/2023 23:14,0,Twitter for iPhone,If you’re not gonna fly out and sweep me off my feet don’t move to me if you live in another countrybe realistic pls,neutral,neutral,neutral,neutral,1
770,Liberty177646,23/1/2023 23:14,0,Twitter for Android,All this shit sooooooooo lame I wanna move to another country,positive,opinionated,positive,opinionated,1
772,rvapd,23/1/2023 20:04,6,Twitter for Android,"Genuinely depressed enough about the state of American politics that I want to move to another country, but I have no skills that make me desirable.",positive,opinionated,positive,opinionated,1
773,levinitch,23/1/2023 17:06,4,Twitter for iPhone,"A part of me always thinks it’s a good idea to just pack up and move to another country. The other parts of me, the parts that know I can’t afford it, just cries.",neutral,neutral,neutral,neutral,1
774,bubslove15,23/1/2023 15:38,3,Twitter for iPhone,How easy is it to move to another country alone? Debating relocating from the UK to the US by myself but don't know where to start. #AskTwitter,neutral,neutral,neutral,neutral,1
775,808nnc,23/1/2023 11:49,0,Twitter for iPhone,If it is so dystopian to you then move to another country where you would be more comfortable.,positive,opinionated,positive,opinionated,1
776,Popeysboi4737,23/1/2023 9:32,0,Twitter for Android,"i wanna move to another country. anywhere else really, i don’t feel like there’s a lot in the states for me",positive,opinionated,positive,opinionated,1
777,markfois58,23/1/2023 8:32,0,Twitter Web App,"Having the sudden urgent to move to another state, or even another country and start over.",positive,opinionated,positive,opinionated,1
778,piohaha,23/1/2023 8:24,1,Twitter for iPhone,I’m convinced my move to another country would have been like 70% more difficult - mentally and emotionally - if I didn’t have BTS to distract me + act as a familiar space to unwind and relax at the end of the day. It’s hard to explain to those who don’t have this.,negative,opinionated,negative,opinionated,1
779,akinuruu,23/1/2023 7:36,0,Twitter for iPhone,I’m ready to move to another country,positive,opinionated,positive,opinionated,1
780,btsgenius0613,23/1/2023 6:47,1,Twitter for iPhone,I wanna move to another country an disappear REAL SOON,positive,opinionated,positive,opinionated,1
781,Nachtbrezel,23/1/2023 6:02,11,Twitter Web App,This isn't real this can't be real I'm going insane right FOR THE LOVE OF FUCKING GOD PLEASE. WHEN CAN I MOVE TO ANOTHER COUNTRY IN EU I HATE THIS GOVERNMENT THEY CAN ALL FUCKING DIE FOR ALL I CARE,positive,opinionated,positive,opinionated,1
782,vero_postigo06,23/1/2023 6:00,0,Twitter for iPhone,i think i just gotta move to another country to live the slow life i need &amp; deserve,positive,opinionated,positive,opinionated,1
783,brubsbini,23/1/2023 5:17,20,Twitter for iPhone,"Joe wants Billionaires to pay for the Multi billion 'Build Back Better' &amp; 'Infastructure' bill, &amp; they want them to pay for SSN &amp; Medical! If I were a Billionaire, I'd move to another country immediately. I'm not going to save their butts because THEY can't live on a budget!",positive,opinionated,positive,opinionated,1
784,pam____4,23/1/2023 4:27,0,Twitter for iPhone,look if a cute little masc who told me she doesn’t rly think people r worth it like a week ago packed her shit and moved w me to another country and then was going on about how she wanted to move to vermont bc she wanted to see snow id look at her like that too,neutral,neutral,neutral,neutral,1
785,noodlekugelstan,23/1/2023 3:21,20,Twitter for iPhone,"I am stressing, I just wanna move to another country",positive,opinionated,positive,opinionated,1
787,Marc_Bradshaw,23/1/2023 1:12,0,Twitter for Android,I can’t be my own true real self In Egypt I wanna move to another country,positive,opinionated,positive,opinionated,1
788,craigbob99,22/1/2023 22:44,1,Twitter Web App,"I rlly wanna move to another country, fck state.",positive,opinionated,positive,opinionated,1
789,SICKGODBF,22/1/2023 18:46,2,Twitter for iPhone,if i move to another country will i be taken off the waiting list for an autism diagnosis in england,neutral,neutral,neutral,neutral,1
790,hdthornhill,22/1/2023 9:51,0,Twitter Web App,"The want, the need, the urge, to just quit my job and school and move away to another country",positive,opinionated,positive,opinionated,1
791,chantal_dewolf,22/1/2023 2:32,1,Twitter for iPhone,"If your country doesn't have sense, move to another country - jaypee #BBTitans",positive,opinionated,positive,opinionated,1
792,BruceAt66021847,22/1/2023 1:16,0,Twitter for Android,i think i am a person that’s meant to move to another country and isolate from the world randomly.,positive,opinionated,positive,opinionated,1
793,danieldillon21,22/1/2023 0:16,0,Twitter for iPhone,damn I wanna move to another country,positive,opinionated,positive,opinionated,1
794,Passant678,21/1/2023 23:03,1,Twitter for iPhone,Moving to another state isn’t good enough for me. I need to move to another country,positive,opinionated,positive,opinionated,1
795,hershyy,21/1/2023 22:31,0,Twitter for Android,if i got robbed by a man that was 4’11 i would move to another country,neutral,neutral,neutral,neutral,1
796,Michael45149978,21/1/2023 18:45,0,Twitter for iPhone,Probably the worst time to be working for the NHS legit considering to go private or just move to another country at this rate.,positive,opinionated,positive,opinionated,1
797,Hooch01Kathy,21/1/2023 16:18,0,Twitter for iPhone,my problem is i go thru something and i’m immediately looking for flights to move to another country,positive,opinionated,positive,opinionated,1
798,CappyGerald,21/1/2023 15:23,0,Twitter for Android,Lil Debbies are 2.19 gah damn man. Im ready to move to another country man,positive,opinionated,positive,opinionated,1
799,Chris99108,21/1/2023 11:12,0,Twitter for Android,"I would love to move out of the US, to another country that worries more about its citizens. Maybe not exactly Japan, but the U.S has become exhausting just to exist in. Most of us are sick and tired of the status quo. I know I am. Don't even watch the news anymore. https://t.co/WMyqgNYVby",positive,opinionated,positive,opinionated,1
800,itssunnyyyy,21/1/2023 11:11,0,Twitter for iPhone,I wanna move to another country honestly because this is not the wave,positive,opinionated,positive,opinionated,1
801,hades9stages,21/1/2023 9:25,0,Twitter for iPhone,They weren’t neutral when they took Nazi money during WWll. Putin is probably threatening to move his billions to another country.,neutral,neutral,neutral,neutral,1
802,Riku_Soni,21/1/2023 8:55,1,Twitter for Android,I wanna move to another country so bad but also bring allll my friends with me,positive,opinionated,positive,opinionated,1
803,domxcorleone,21/1/2023 8:39,0,Twitter for iPhone,I wanna move to another country so bad lol,positive,opinionated,positive,opinionated,1
804,voncrapp,21/1/2023 6:50,0,Twitter for iPhone,"Parents Sued Their Abandoned Daughter for Not Buying Brother’s Apartment #NewsBreak I WOULD MOVE TO ANOTHER COUNTRY WITHOUT STUPID ANTIQUATED LAWS, ONE WHERE SHE CAN DO WITH HER EARNINGS ANY DAMN THING SHE WANTED. https://t.co/wjFM4aJAJP",positive,opinionated,positive,opinionated,1
805,BeachGirlJan,21/1/2023 6:00,36,Twitter for Android,"oops tread too close to emotional vulnerability, time to once again change my name and move to another country",positive,opinionated,positive,opinionated,1
806,cappucinovio,21/1/2023 5:23,0,Twitter for iPhone,"Do we get it yet, another country, same plan.. 15 min neighbourhoods, Cities in the UK, Melbourne in Australia, and now Canada. All for the greater good... They don't want you to own cars They don't want you to move Stay where you are designated slaves.",neutral,neutral,neutral,neutral,1
807,NicNacB123,21/1/2023 3:58,13,Twitter for Android,The way I’ve been feeling lately is to pack up and move to another country.. even just for a small 6 months,positive,opinionated,positive,opinionated,1
808,Shantyb308,21/1/2023 3:08,1,Twitter for iPhone,"We need a new version that allows changing the location to help at least those who are going to move to another country, it is not a secret that Cubans are emigrating in masses.",neutral,neutral,neutral,neutral,1
809,xFaisal_HK,21/1/2023 2:31,1,Twitter for iPhone,"i’m gonna move to another country, change my name, pursue an acting career and if i had a gf that will be a plus so i’m going to spoil her, real. #SaveWarriorNun",positive,opinionated,positive,opinionated,1
810,Jaetzy08,21/1/2023 1:49,7,Twitter for Android,Kinda wanna move to another country bc I honestly can’t stand America. https://t.co/fBxk8yPItC,positive,opinionated,positive,opinionated,1
811,akahiiroo,20/1/2023 19:57,2,Twitter for iPhone,"Aquarius, Neptune Yes I would move to another country, date outside of my race kinda spiritual",positive,opinionated,positive,opinionated,1
812,stxfxnny,20/1/2023 15:33,12,Twitter for iPhone,"Spot on, I wish I could move to another country sick of this right wing Shithole.",positive,opinionated,positive,opinionated,1
813,Itsmayraduh_,20/1/2023 11:06,0,Twitter for iPhone,pls i just wanna move to another country and start over,positive,opinionated,positive,opinionated,1
814,realPhotoguy,20/1/2023 9:55,2,Twitter for iPhone,Move to another country*,positive,opinionated,positive,opinionated,1
815,so_lowcal,20/1/2023 9:51,24,Twitter for iPhone,I may look normal but I want to move to another country and start a new life,positive,opinionated,positive,opinionated,1
816,GorettiSimon,20/1/2023 8:48,0,Twitter Web App,i just wanna move to another country and never see these people again,positive,opinionated,positive,opinionated,1
817,mani_nicole3,20/1/2023 8:47,0,Twitter for iPhone,I’d love to move to another country with my kids and work. Or maybe I’ll go back to school? Idk but life is short and being a parent isn’t the only road that’s available to me.,positive,opinionated,positive,opinionated,1
819,elle_tiburon,20/1/2023 7:09,3,Twitter for iPhone,Canada is going to shit and I wanna move to another country,positive,opinionated,positive,opinionated,1
820,DarrenPlane,20/1/2023 5:54,1,Twitter Web App,"In my 20s I just want to explore, capture every moment, travel, move to another country for some months… Take every opportunity, find out more about myself, make more money to invest.",positive,opinionated,positive,opinionated,1
821,junie0007,20/1/2023 5:31,0,Twitter for iPad,If the universe want me to just move to another country and start a new life das all you had to say. Cuz I ready!,positive,opinionated,positive,opinionated,1
822,Goldenpawpaw_,20/1/2023 5:27,0,Twitter for iPhone,How much does it cost to move to another country,neutral,neutral,neutral,neutral,1
823,lonelyassbih1,20/1/2023 4:33,30,Twitter for iPhone,Trying to get stable enough to move to another country before I get diagnosed with things that won't let me live there,neutral,neutral,neutral,neutral,1
824,RiahPeaches,20/1/2023 3:08,7,Twitter for iPhone,So tempting to move to another country in a few years,positive,opinionated,positive,opinionated,1
825,g00ngaming21,20/1/2023 2:45,0,Twitter for Android,I want to move to another country for a year.,positive,opinionated,positive,opinionated,1
826,lxxjihxxn,20/1/2023 1:30,0,Twitter for iPad,Anyone just get an urge to just quit everything and move to another country. Cause let’s go,positive,opinionated,positive,opinionated,1
827,ngwaneazande,20/1/2023 0:09,2,Twitter for iPhone,i wanna move to another country so bad but I’m stuck here forever cuz I have a large breed dog LOL:)))))))),negative,opinionated,negative,opinionated,1
828,666bonolo,19/1/2023 23:00,0,Twitter for iPhone,ready to never talk to anyone ever again and move to another country,positive,opinionated,positive,opinionated,1
829,ga_richardson,19/1/2023 22:42,27,Twitter for iPhone,Really gonna move to another country bc why not,positive,opinionated,positive,opinionated,1
830,fozstoke1,19/1/2023 22:29,0,Twitter for Android,one day i wanna move to another country -.-,positive,opinionated,positive,opinionated,1
831,hrhbitch__,19/1/2023 22:06,0,Twitter for iPhone,I wanna move to another country and start over,positive,opinionated,positive,opinionated,1
832,pirates_cats,19/1/2023 20:44,1,Twitter Web App,And when tf spinach start having multiple dates for the expiration I wna move to another country man,positive,opinionated,positive,opinionated,1
833,AneurinBevan9,19/1/2023 19:21,0,Twitter for Android,i hate indiviualism so much!!!! i wanna kms but i won’t!!! but also life is so agonizing and lonely and i cant move to another country rn cuz i dont have a college degree!!!!,negative,opinionated,negative,opinionated,1
834,malebomakobe,19/1/2023 16:40,0,Twitter for iPhone,Sorry for the lack of stuff and art! been preparing myself to move out to another country lol,positive,opinionated,positive,opinionated,1
835,jusmymind,19/1/2023 15:52,0,Twitter for iPhone,"looking back through my tweets, I went to the library and did some seagull watching, and then the next day the place I lived got redesignated as a quarantine facility and I had less than 48 hours to pack up to move home to another country",neutral,neutral,neutral,neutral,1
836,strictlyskz,19/1/2023 14:23,0,Twitter for iPhone,About that time for me to move to another country again - but I signed a two year lease,negative,opinionated,negative,opinionated,1
837,tristingreyeyes,19/1/2023 14:03,6,Twitter for iPhone,Does anyone else get the urge to move to another country and ghost everyone or is that just me,positive,opinionated,positive,opinionated,1
838,AshleighMungai,19/1/2023 11:28,0,Twitter for iPhone,just remembered if i wanna move to another country i gotta get my shit together brb must get my life together for my wifey to have a beautiful house in new Zealand,positive,opinionated,positive,opinionated,1
839,_mjwills,19/1/2023 8:31,21,Twitter Web App,The United States ain’t shit I think I might move to another country one day.,positive,opinionated,positive,opinionated,1
840,liddleuwu,19/1/2023 6:10,0,Twitter for Android,"in the next 5 days i will be less active here i am flying to germany, i'll need to settle in my new place, visit my workplace and just get a bit around my space, it's never easy to move to another country and start a new life somehow, expecially when you're 22 and alone",positive,opinionated,positive,opinionated,1
841,PippaK10,19/1/2023 6:02,9,Twitter for iPhone,I’m getting to the point where I just wanna move to another country and not tell a soul,positive,opinionated,positive,opinionated,1
842,waiairiki,19/1/2023 3:00,0,Twitter for Android,Now I'm thinking that maybe it's time to move on. Go to another country. Start over. I never really fit in Brasil anyway,positive,opinionated,positive,opinionated,1
843,matt_twl,19/1/2023 2:42,1,Twitter for iPhone,"Time to delete twt, throw my phone away and move to another country away from people and social media",positive,opinionated,positive,opinionated,1
844,cargillclerk,19/1/2023 2:16,0,Twitter for iPad,if my job was fully remote and i was able to travel to another country i would probably move to mexico city.,positive,opinionated,positive,opinionated,1
845,adam_wola,18/1/2023 22:35,55,Twitter Web App,"Them: are you ok? Me: no i want to change my identity, move to another country and start a new life",positive,opinionated,positive,opinionated,1
846,TerryRHitch1,18/1/2023 21:35,0,Twitter Web App,in the mood to just pack my things and move to another country with my man.,positive,opinionated,positive,opinionated,1
847,punkrockdub,18/1/2023 21:26,0,Twitter for iPhone,I just want to take Noah &amp; move to another country &amp; never speak to anyone again lol,positive,opinionated,positive,opinionated,1
848,robertlupuphoto,18/1/2023 19:03,0,SocialBee,I keep buying lottery tickets in the hopes that if I win we will have enough money to move to another country. I am open to suggestions. Uruguay and Costa Rica are my two favorite choices.,positive,opinionated,positive,opinionated,1
849,TheBluprnt24,18/1/2023 18:34,0,Twitter for iPhone,Can i just resign from work and move to another country?,neutral,neutral,neutral,neutral,1
852,Zuffie_,18/1/2023 16:18,3,Twitter Web App,If the Cowboys lose by a field goal Maher is gonna have to get reconstructive surgery and move to another country,neutral,neutral,neutral,neutral,1
853,OzLiving_,18/1/2023 11:24,0,Twitter Web App,Would you move to another country for a relationship?,neutral,neutral,neutral,neutral,1
